((' ', ' ', 'x', 'o', 'x', ' ', 'x', 'o', ' '), ('x', 0, ((' ', ' ', 'x', 'o', 'x', ' ', ' ', 'o', ' '), (' ', ' ', ' ', 'o', 'x', ' ', 'x', 'o', ' '), (' ', ' ', 'x', 'o', ' ', ' ', 'x', 'o', ' '))))
((' ', 'o', 'x', 'x', ' ', ' ', 'x', 'o', 'o'), ('w', 1, ((' ', 'o', 'x', 'x', ' ', ' ', 'x', ' ', 'o'), (' ', ' ', 'x', 'x', ' ', ' ', 'x', 'o', 'o'), (' ', 'o', 'x', 'x', ' ', ' ', 'x', 'o', ' '))))
(('o', 'o', ' ', 'x', ' ', 'x', ' ', 'x', 'o'), ('w', 1, (('o', ' ', ' ', 'x', ' ', 'x', ' ', 'x', 'o'), (' ', 'o', ' ', 'x', ' ', 'x', ' ', 'x', 'o'), ('o', 'o', ' ', 'x', ' ', 'x', ' ', 'x', ' '))))
((' ', 'o', 'o', ' ', 'x', ' ', ' ', 'x', 'x'), ('w', 1, ((' ', 'o', 'o', ' ', 'x', ' ', ' ', 'x', ' '), (' ', 'o', 'o', ' ', 'x', ' ', ' ', ' ', 'x'), (' ', 'o', 'o', ' ', ' ', ' ', ' ', 'x', 'x'))))
(('o', 'o', 'x', ' ', ' ', ' ', 'x', 'o', 'x'), ('w', 1, (('o', ' ', 'x', ' ', ' ', ' ', 'x', 'o', 'x'), ('o', 'o', 'x', ' ', ' ', ' ', 'x', ' ', 'x'), (' ', 'o', 'x', ' ', ' ', ' ', 'x', 'o', 'x'))))
(('x', 'x', ' ', 'o', 'o', 'x', 'x', 'o', 'o'), ('w', 1, (('x', 'x', ' ', 'o', 'o', 'x', 'x', ' ', 'o'), ('x', 'x', ' ', 'o', ' ', 'x', 'x', 'o', 'o'), ('x', 'x', ' ', ' ', 'o', 'x', 'x', 'o', 'o'), ('x', 'x', ' ', 'o', 'o', 'x', 'x', 'o', ' '))))
(('x', ' ', 'o', 'x', 'o', 'x', ' ', ' ', ' '), ('w', 1, ((' ', ' ', 'o', 'x', 'o', 'x', ' ', ' ', ' '), ('x', ' ', 'o', 'x', 'o', ' ', ' ', ' ', ' '), ('x', ' ', 'o', ' ', 'o', 'x', ' ', ' ', ' '))))
(('o', 'o', ' ', 'x', ' ', 'o', ' ', 'x', 'x'), ('w', 1, ((' ', 'o', ' ', 'x', ' ', 'o', ' ', 'x', 'x'), ('o', 'o', ' ', 'x', ' ', ' ', ' ', 'x', 'x'), ('o', ' ', ' ', 'x', ' ', 'o', ' ', 'x', 'x'))))
(('o', ' ', 'x', ' ', ' ', ' ', 'x', ' ', 'o'), ('w', 1, (('o', ' ', 'x', ' ', ' ', ' ', 'x', ' ', ' '), (' ', ' ', 'x', ' ', ' ', ' ', 'x', ' ', 'o'))))
((' ', ' ', ' ', 'x', ' ', 'x', ' ', 'o', 'o'), ('w', 1, ((' ', ' ', ' ', 'x', ' ', 'x', ' ', ' ', 'o'), (' ', ' ', ' ', 'x', ' ', 'x', ' ', 'o', ' '))))
(('o', 'x', 'x', ' ', 'o', 'o', ' ', 'x', 'x'), ('w', 1, (('o', 'x', ' ', ' ', 'o', 'o', ' ', 'x', 'x'), ('o', 'x', 'x', ' ', 'o', 'o', ' ', 'x', ' '), ('o', ' ', 'x', ' ', 'o', 'o', ' ', 'x', 'x'), ('o', 'x', 'x', ' ', 'o', 'o', ' ', ' ', 'x'))))
(('x', 'o', 'x', 'o', 'o', ' ', 'x', 'x', ' '), ('w', 1, (('x', 'o', ' ', 'o', 'o', ' ', 'x', 'x', ' '), ('x', 'o', 'x', 'o', 'o', ' ', 'x', ' ', ' '), (' ', 'o', 'x', 'o', 'o', ' ', 'x', 'x', ' '), ('x', 'o', 'x', 'o', 'o', ' ', ' ', 'x', ' '))))
(('o', ' ', ' ', 'o', ' ', ' ', 'x', ' ', 'x'), ('w', 1, ((' ', ' ', ' ', 'o', ' ', ' ', 'x', ' ', 'x'), ('o', ' ', ' ', ' ', ' ', ' ', 'x', ' ', 'x'))))
(('o', 'x', 'o', 'x', 'x', ' ', 'x', ' ', 'o'), ('w', 1, (('o', 'x', 'o', 'x', ' ', ' ', 'x', ' ', 'o'), ('o', 'x', 'o', ' ', 'x', ' ', 'x', ' ', 'o'), ('o', 'x', 'o', 'x', 'x', ' ', ' ', ' ', 'o'), ('o', ' ', 'o', 'x', 'x', ' ', 'x', ' ', 'o'))))
(('o', 'x', 'o', ' ', 'x', 'x', 'o', ' ', 'x'), ('w', 1, (('o', 'x', 'o', ' ', 'x', 'x', 'o', ' ', ' '), ('o', 'x', 'o', ' ', ' ', 'x', 'o', ' ', 'x'), ('o', 'x', 'o', ' ', 'x', ' ', 'o', ' ', 'x'), ('o', ' ', 'o', ' ', 'x', 'x', 'o', ' ', 'x'))))
(('o', 'x', ' ', ' ', 'o', 'o', 'x', 'x', ' '), ('w', 1, (('o', 'x', ' ', ' ', ' ', 'o', 'x', 'x', ' '), ('o', 'x', ' ', ' ', 'o', ' ', 'x', 'x', ' '), (' ', 'x', ' ', ' ', 'o', 'o', 'x', 'x', ' '))))
(('o', 'x', 'o', 'x', 'o', 'o', 'x', ' ', 'x'), ('w', 1, (('o', 'x', 'o', 'x', 'o', ' ', 'x', ' ', 'x'), ('o', 'x', ' ', 'x', 'o', 'o', 'x', ' ', 'x'), (' ', 'x', 'o', 'x', 'o', 'o', 'x', ' ', 'x'), ('o', 'x', 'o', 'x', ' ', 'o', 'x', ' ', 'x'))))
(('o', ' ', ' ', ' ', 'o', 'x', ' ', ' ', 'x'), ('w', 1, (('o', ' ', ' ', ' ', ' ', 'x', ' ', ' ', 'x'), (' ', ' ', ' ', ' ', 'o', 'x', ' ', ' ', 'x'))))
((' ', 'x', 'x', 'o', ' ', 'o', 'o', 'x', ' '), ('w', 1, ((' ', 'x', 'x', 'o', ' ', ' ', 'o', 'x', ' '), (' ', 'x', 'x', ' ', ' ', 'o', 'o', 'x', ' '), (' ', 'x', 'x', 'o', ' ', 'o', ' ', 'x', ' '))))
(('o', ' ', ' ', ' ', 'x', ' ', 'x', ' ', 'o'), ('w', 1, (('o', ' ', ' ', ' ', 'x', ' ', 'x', ' ', ' '), (' ', ' ', ' ', ' ', 'x', ' ', 'x', ' ', 'o'))))
(('o', 'o', 'x', 'x', 'o', 'x', ' ', ' ', ' '), ('w', 1, ((' ', 'o', 'x', 'x', 'o', 'x', ' ', ' ', ' '), ('o', ' ', 'x', 'x', 'o', 'x', ' ', ' ', ' '), ('o', 'o', 'x', 'x', ' ', 'x', ' ', ' ', ' '))))
(('o', ' ', 'x', ' ', 'o', 'x', 'x', ' ', ' '), ('w', 1, (('o', ' ', 'x', ' ', 'o', 'x', ' ', ' ', ' '), ('o', ' ', 'x', ' ', 'o', ' ', 'x', ' ', ' '), ('o', ' ', ' ', ' ', 'o', 'x', 'x', ' ', ' '))))
(('x', 'o', ' ', 'x', ' ', 'x', 'o', 'o', 'x'), ('w', 1, (('x', 'o', ' ', 'x', ' ', ' ', 'o', 'o', 'x'), ('x', 'o', ' ', ' ', ' ', 'x', 'o', 'o', 'x'), ('x', 'o', ' ', 'x', ' ', 'x', 'o', 'o', ' '), (' ', 'o', ' ', 'x', ' ', 'x', 'o', 'o', 'x'))))
((' ', 'x', ' ', 'o', 'x', 'x', 'o', ' ', ' '), ('w', 1, ((' ', 'x', ' ', 'o', 'x', ' ', 'o', ' ', ' '), (' ', ' ', ' ', 'o', 'x', 'x', 'o', ' ', ' '), (' ', 'x', ' ', 'o', ' ', 'x', 'o', ' ', ' '))))
((' ', 'o', 'x', 'x', 'x', ' ', 'o', 'o', ' '), ('w', 1, ((' ', ' ', 'x', 'x', 'x', ' ', 'o', 'o', ' '), (' ', 'o', 'x', 'x', 'x', ' ', 'o', ' ', ' '), (' ', 'o', 'x', 'x', 'x', ' ', ' ', 'o', ' '))))
((' ', 'x', 'o', ' ', ' ', 'x', 'o', 'x', ' '), ('w', 1, ((' ', ' ', 'o', ' ', ' ', 'x', 'o', 'x', ' '), (' ', 'x', 'o', ' ', ' ', 'x', 'o', ' ', ' '), (' ', 'x', 'o', ' ', ' ', ' ', 'o', 'x', ' '))))
(('x', ' ', ' ', 'o', 'x', 'o', ' ', 'x', 'o'), ('w', 1, (('x', ' ', ' ', 'o', 'x', 'o', ' ', 'x', ' '), ('x', ' ', ' ', 'o', 'x', ' ', ' ', 'x', 'o'), ('x', ' ', ' ', ' ', 'x', 'o', ' ', 'x', 'o'))))
((' ', 'o', ' ', 'x', 'o', 'o', 'x', 'x', ' '), ('w', 1, ((' ', ' ', ' ', 'x', 'o', 'o', 'x', 'x', ' '), (' ', 'o', ' ', 'x', ' ', 'o', 'x', 'x', ' '), (' ', 'o', ' ', 'x', 'o', ' ', 'x', 'x', ' '))))
(('o', 'x', ' ', ' ', 'x', 'x', 'o', ' ', ' '), ('w', 1, (('o', ' ', ' ', ' ', 'x', 'x', 'o', ' ', ' '), ('o', 'x', ' ', ' ', 'x', ' ', 'o', ' ', ' '), ('o', 'x', ' ', ' ', ' ', 'x', 'o', ' ', ' '))))
((' ', ' ', ' ', 'o', ' ', 'o', ' ', 'x', 'x'), ('w', 1, ((' ', ' ', ' ', ' ', ' ', 'o', ' ', 'x', 'x'), (' ', ' ', ' ', 'o', ' ', ' ', ' ', 'x', 'x'))))
(('x', 'o', 'x', ' ', 'o', 'o', 'o', 'x', 'x'), ('w', 1, (('x', 'o', 'x', ' ', ' ', 'o', 'o', 'x', 'x'), ('x', 'o', 'x', ' ', 'o', ' ', 'o', 'x', 'x'), ('x', ' ', 'x', ' ', 'o', 'o', 'o', 'x', 'x'), ('x', 'o', 'x', ' ', 'o', 'o', ' ', 'x', 'x'))))
(('o', ' ', 'o', 'x', ' ', 'o', 'x', ' ', 'x'), ('w', 1, (('o', ' ', ' ', 'x', ' ', 'o', 'x', ' ', 'x'), (' ', ' ', 'o', 'x', ' ', 'o', 'x', ' ', 'x'), ('o', ' ', 'o', 'x', ' ', ' ', 'x', ' ', 'x'))))
(('x', 'x', 'o', 'o', 'o', 'x', 'x', 'o', ' '), ('w', 1, (('x', 'x', 'o', 'o', 'o', 'x', 'x', ' ', ' '), ('x', 'x', 'o', 'o', ' ', 'x', 'x', 'o', ' '), ('x', 'x', 'o', ' ', 'o', 'x', 'x', 'o', ' '), ('x', 'x', ' ', 'o', 'o', 'x', 'x', 'o', ' '))))
(('x', 'x', ' ', ' ', 'x', 'o', 'x', 'o', 'o'), ('w', 1, (('x', 'x', ' ', ' ', ' ', 'o', 'x', 'o', 'o'), ('x', 'x', ' ', ' ', 'x', 'o', ' ', 'o', 'o'), (' ', 'x', ' ', ' ', 'x', 'o', 'x', 'o', 'o'), ('x', ' ', ' ', ' ', 'x', 'o', 'x', 'o', 'o'))))
(('o', 'o', ' ', ' ', 'x', 'o', 'x', ' ', 'x'), ('w', 1, (('o', 'o', ' ', ' ', 'x', ' ', 'x', ' ', 'x'), ('o', ' ', ' ', ' ', 'x', 'o', 'x', ' ', 'x'), (' ', 'o', ' ', ' ', 'x', 'o', 'x', ' ', 'x'))))
(('x', 'x', ' ', ' ', 'x', ' ', ' ', 'o', 'o'), ('w', 1, ((' ', 'x', ' ', ' ', 'x', ' ', ' ', 'o', 'o'), ('x', 'x', ' ', ' ', ' ', ' ', ' ', 'o', 'o'), ('x', ' ', ' ', ' ', 'x', ' ', ' ', 'o', 'o'))))
(('o', ' ', 'x', 'o', ' ', 'o', 'x', 'x', ' '), ('w', 1, ((' ', ' ', 'x', 'o', ' ', 'o', 'x', 'x', ' '), ('o', ' ', 'x', 'o', ' ', ' ', 'x', 'x', ' '), ('o', ' ', 'x', ' ', ' ', 'o', 'x', 'x', ' '))))
((' ', 'x', 'o', 'o', 'x', 'x', 'x', 'o', 'o'), ('w', 1, ((' ', 'x', 'o', 'o', 'x', 'x', 'x', ' ', 'o'), (' ', 'x', ' ', 'o', 'x', 'x', 'x', 'o', 'o'), (' ', 'x', 'o', 'o', 'x', 'x', 'x', 'o', ' '), (' ', 'x', 'o', ' ', 'x', 'x', 'x', 'o', 'o'))))
(('x', 'x', 'o', 'x', ' ', 'o', 'o', ' ', 'x'), ('w', 1, (('x', 'x', 'o', ' ', ' ', 'o', 'o', ' ', 'x'), ('x', ' ', 'o', 'x', ' ', 'o', 'o', ' ', 'x'), (' ', 'x', 'o', 'x', ' ', 'o', 'o', ' ', 'x'), ('x', 'x', 'o', 'x', ' ', 'o', 'o', ' ', ' '))))
((' ', 'x', 'o', 'x', ' ', ' ', 'x', ' ', 'o'), ('w', 1, ((' ', 'x', 'o', 'x', ' ', ' ', ' ', ' ', 'o'), (' ', ' ', 'o', 'x', ' ', ' ', 'x', ' ', 'o'), (' ', 'x', 'o', ' ', ' ', ' ', 'x', ' ', 'o'))))
((' ', ' ', 'o', 'o', ' ', ' ', 'x', ' ', 'x'), ('w', 1, ((' ', ' ', 'o', ' ', ' ', ' ', 'x', ' ', 'x'), (' ', ' ', ' ', 'o', ' ', ' ', 'x', ' ', 'x'))))
(('x', 'o', 'x', 'o', ' ', ' ', 'x', 'o', 'x'), ('w', 1, (('x', 'o', 'x', 'o', ' ', ' ', ' ', 'o', 'x'), ('x', 'o', ' ', 'o', ' ', ' ', 'x', 'o', 'x'), (' ', 'o', 'x', 'o', ' ', ' ', 'x', 'o', 'x'), ('x', 'o', 'x', 'o', ' ', ' ', 'x', 'o', ' '))))
(('x', ' ', 'x', ' ', ' ', 'x', 'o', 'o', ' '), ('w', 1, (('x', ' ', ' ', ' ', ' ', 'x', 'o', 'o', ' '), (' ', ' ', 'x', ' ', ' ', 'x', 'o', 'o', ' '), ('x', ' ', 'x', ' ', ' ', ' ', 'o', 'o', ' '))))
((' ', ' ', 'o', ' ', ' ', 'x', 'o', 'x', 'x'), ('w', 1, ((' ', ' ', 'o', ' ', ' ', 'x', 'o', ' ', 'x'), (' ', ' ', 'o', ' ', ' ', ' ', 'o', 'x', 'x'), (' ', ' ', 'o', ' ', ' ', 'x', 'o', 'x', ' '))))
((' ', 'x', 'x', 'x', 'o', ' ', ' ', ' ', 'o'), ('w', 1, ((' ', 'x', 'x', ' ', 'o', ' ', ' ', ' ', 'o'), (' ', 'x', ' ', 'x', 'o', ' ', ' ', ' ', 'o'), (' ', ' ', 'x', 'x', 'o', ' ', ' ', ' ', 'o'))))
((' ', 'o', 'x', 'o', 'x', ' ', ' ', ' ', ' '), ('w', 1, ((' ', ' ', 'x', 'o', 'x', ' ', ' ', ' ', ' '), (' ', 'o', 'x', ' ', 'x', ' ', ' ', ' ', ' '))))
((' ', 'o', 'x', ' ', ' ', ' ', ' ', 'o', 'x'), ('w', 1, ((' ', 'o', 'x', ' ', ' ', ' ', ' ', ' ', 'x'), (' ', ' ', 'x', ' ', ' ', ' ', ' ', 'o', 'x'))))
(('x', ' ', 'x', ' ', ' ', 'x', 'o', ' ', 'o'), ('w', 1, (('x', ' ', ' ', ' ', ' ', 'x', 'o', ' ', 'o'), (' ', ' ', 'x', ' ', ' ', 'x', 'o', ' ', 'o'), ('x', ' ', 'x', ' ', ' ', ' ', 'o', ' ', 'o'))))
((' ', 'o', ' ', 'x', ' ', 'x', 'o', 'x', 'o'), ('w', 1, ((' ', ' ', ' ', 'x', ' ', 'x', 'o', 'x', 'o'), (' ', 'o', ' ', 'x', ' ', 'x', 'o', 'x', ' '), (' ', 'o', ' ', 'x', ' ', 'x', ' ', 'x', 'o'))))
((' ', 'x', 'o', 'o', ' ', 'o', 'x', ' ', 'x'), ('w', 1, ((' ', 'x', ' ', 'o', ' ', 'o', 'x', ' ', 'x'), (' ', 'x', 'o', ' ', ' ', 'o', 'x', ' ', 'x'), (' ', 'x', 'o', 'o', ' ', ' ', 'x', ' ', 'x'))))
(('o', 'x', ' ', 'o', 'o', 'x', 'x', 'x', ' '), ('w', 1, (('o', 'x', ' ', 'o', 'o', 'x', 'x', ' ', ' '), ('o', 'x', ' ', 'o', 'o', ' ', 'x', 'x', ' '), ('o', ' ', ' ', 'o', 'o', 'x', 'x', 'x', ' '), ('o', 'x', ' ', 'o', 'o', 'x', ' ', 'x', ' '))))
((' ', ' ', ' ', ' ', 'o', 'o', ' ', 'x', 'x'), ('w', 1, ((' ', ' ', ' ', ' ', ' ', 'o', ' ', 'x', 'x'), (' ', ' ', ' ', ' ', 'o', ' ', ' ', 'x', 'x'))))
((' ', 'x', ' ', 'x', 'x', 'o', 'o', ' ', 'o'), ('w', 1, ((' ', 'x', ' ', 'x', 'x', 'o', ' ', ' ', 'o'), (' ', 'x', ' ', 'x', 'x', ' ', 'o', ' ', 'o'), (' ', 'x', ' ', 'x', 'x', 'o', 'o', ' ', ' '))))
((' ', 'o', ' ', 'x', ' ', 'x', ' ', ' ', 'o'), ('w', 1, ((' ', ' ', ' ', 'x', ' ', 'x', ' ', ' ', 'o'), (' ', 'o', ' ', 'x', ' ', 'x', ' ', ' ', ' '))))
(('x', 'x', ' ', 'o', ' ', 'x', ' ', 'o', 'o'), ('w', 1, (('x', 'x', ' ', 'o', ' ', 'x', ' ', 'o', ' '), ('x', 'x', ' ', ' ', ' ', 'x', ' ', 'o', 'o'), ('x', 'x', ' ', 'o', ' ', 'x', ' ', ' ', 'o'))))
((' ', 'x', 'x', 'x', 'o', 'o', ' ', ' ', 'o'), ('w', 1, ((' ', 'x', 'x', 'x', 'o', ' ', ' ', ' ', 'o'), (' ', 'x', 'x', 'x', 'o', 'o', ' ', ' ', ' '), (' ', 'x', 'x', 'x', ' ', 'o', ' ', ' ', 'o'))))
(('x', 'o', 'x', ' ', 'o', ' ', 'o', ' ', 'x'), ('w', 1, (('x', ' ', 'x', ' ', 'o', ' ', 'o', ' ', 'x'), ('x', 'o', 'x', ' ', ' ', ' ', 'o', ' ', 'x'), ('x', 'o', 'x', ' ', 'o', ' ', ' ', ' ', 'x'))))
((' ', ' ', ' ', ' ', 'x', 'o', 'x', 'o', ' '), ('w', 1, ((' ', ' ', ' ', ' ', 'x', ' ', 'x', 'o', ' '), (' ', ' ', ' ', ' ', 'x', 'o', 'x', ' ', ' '))))
(('x', 'x', 'o', 'o', 'o', ' ', 'x', ' ', 'x'), ('w', 1, (('x', 'x', 'o', 'o', 'o', ' ', 'x', ' ', ' '), ('x', ' ', 'o', 'o', 'o', ' ', 'x', ' ', 'x'), ('x', 'x', 'o', 'o', 'o', ' ', ' ', ' ', 'x'), (' ', 'x', 'o', 'o', 'o', ' ', 'x', ' ', 'x'))))
((' ', ' ', ' ', 'o', ' ', 'x', ' ', 'o', 'x'), ('w', 1, ((' ', ' ', ' ', 'o', ' ', 'x', ' ', ' ', 'x'), (' ', ' ', ' ', ' ', ' ', 'x', ' ', 'o', 'x'))))
(('x', 'o', ' ', 'o', 'o', ' ', 'x', 'x', ' '), ('w', 1, (('x', 'o', ' ', 'o', ' ', ' ', 'x', 'x', ' '), ('x', 'o', ' ', ' ', 'o', ' ', 'x', 'x', ' '), ('x', ' ', ' ', 'o', 'o', ' ', 'x', 'x', ' '))))
(('o', ' ', ' ', 'x', 'o', 'x', 'o', 'x', 'x'), ('w', 1, (('o', ' ', ' ', ' ', 'o', 'x', 'o', 'x', 'x'), ('o', ' ', ' ', 'x', 'o', ' ', 'o', 'x', 'x'), ('o', ' ', ' ', 'x', 'o', 'x', 'o', 'x', ' '), ('o', ' ', ' ', 'x', 'o', 'x', 'o', ' ', 'x'))))
((' ', 'o', 'x', 'o', 'x', ' ', 'o', 'x', 'x'), ('w', 1, ((' ', 'o', 'x', 'o', ' ', ' ', 'o', 'x', 'x'), (' ', 'o', ' ', 'o', 'x', ' ', 'o', 'x', 'x'), (' ', 'o', 'x', 'o', 'x', ' ', 'o', 'x', ' '), (' ', 'o', 'x', 'o', 'x', ' ', 'o', ' ', 'x'))))
((' ', 'x', ' ', 'x', 'x', ' ', 'o', ' ', 'o'), ('w', 1, ((' ', 'x', ' ', ' ', 'x', ' ', 'o', ' ', 'o'), (' ', 'x', ' ', 'x', ' ', ' ', 'o', ' ', 'o'), (' ', ' ', ' ', 'x', 'x', ' ', 'o', ' ', 'o'))))
((' ', 'o', ' ', 'x', 'o', 'o', ' ', 'x', 'x'), ('w', 1, ((' ', 'o', ' ', 'x', ' ', 'o', ' ', 'x', 'x'), (' ', ' ', ' ', 'x', 'o', 'o', ' ', 'x', 'x'), (' ', 'o', ' ', 'x', 'o', ' ', ' ', 'x', 'x'))))
(('o', 'o', 'x', 'x', ' ', ' ', 'x', 'o', 'x'), ('w', 1, (('o', 'o', 'x', ' ', ' ', ' ', 'x', 'o', 'x'), ('o', 'o', ' ', 'x', ' ', ' ', 'x', 'o', 'x'), ('o', 'o', 'x', 'x', ' ', ' ', ' ', 'o', 'x'), ('o', 'o', 'x', 'x', ' ', ' ', 'x', 'o', ' '))))
(('x', ' ', ' ', 'x', 'x', 'o', 'o', 'x', 'o'), ('w', 1, ((' ', ' ', ' ', 'x', 'x', 'o', 'o', 'x', 'o'), ('x', ' ', ' ', 'x', ' ', 'o', 'o', 'x', 'o'), ('x', ' ', ' ', 'x', 'x', 'o', 'o', ' ', 'o'), ('x', ' ', ' ', ' ', 'x', 'o', 'o', 'x', 'o'))))
((' ', ' ', 'o', ' ', ' ', 'o', 'x', ' ', 'x'), ('w', 1, ((' ', ' ', 'o', ' ', ' ', ' ', 'x', ' ', 'x'), (' ', ' ', ' ', ' ', ' ', 'o', 'x', ' ', 'x'))))
(('x', ' ', ' ', 'x', 'x', 'o', ' ', 'o', 'o'), ('w', 1, (('x', ' ', ' ', 'x', 'x', 'o', ' ', 'o', ' '), ('x', ' ', ' ', 'x', 'x', 'o', ' ', ' ', 'o'), ('x', ' ', ' ', 'x', 'x', ' ', ' ', 'o', 'o'))))
(('o', ' ', ' ', 'x', 'x', ' ', 'x', 'o', 'o'), ('w', 1, (('o', ' ', ' ', 'x', 'x', ' ', 'x', ' ', 'o'), (' ', ' ', ' ', 'x', 'x', ' ', 'x', 'o', 'o'), ('o', ' ', ' ', 'x', 'x', ' ', 'x', 'o', ' '))))
(('x', 'x', 'o', ' ', ' ', 'x', 'o', 'o', 'x'), ('w', 1, (('x', ' ', 'o', ' ', ' ', 'x', 'o', 'o', 'x'), (' ', 'x', 'o', ' ', ' ', 'x', 'o', 'o', 'x'), ('x', 'x', 'o', ' ', ' ', 'x', 'o', 'o', ' '), ('x', 'x', 'o', ' ', ' ', ' ', 'o', 'o', 'x'))))
((' ', ' ', 'o', 'o', 'x', 'o', 'x', 'x', ' '), ('w', 1, ((' ', ' ', 'o', 'o', 'x', ' ', 'x', 'x', ' '), (' ', ' ', 'o', ' ', 'x', 'o', 'x', 'x', ' '), (' ', ' ', ' ', 'o', 'x', 'o', 'x', 'x', ' '))))
(('o', 'x', ' ', ' ', 'x', 'x', 'o', ' ', 'o'), ('w', 1, (('o', 'x', ' ', ' ', 'x', 'x', ' ', ' ', 'o'), ('o', 'x', ' ', ' ', 'x', 'x', 'o', ' ', ' '), (' ', 'x', ' ', ' ', 'x', 'x', 'o', ' ', 'o'))))
(('x', 'x', ' ', 'o', 'o', ' ', 'x', ' ', ' '), ('w', 1, ((' ', 'x', ' ', 'o', 'o', ' ', 'x', ' ', ' '), ('x', ' ', ' ', 'o', 'o', ' ', 'x', ' ', ' '), ('x', 'x', ' ', 'o', 'o', ' ', ' ', ' ', ' '))))
(('x', 'x', 'o', 'o', ' ', 'o', ' ', ' ', 'x'), ('w', 1, (('x', 'x', 'o', ' ', ' ', 'o', ' ', ' ', 'x'), ('x', 'x', 'o', 'o', ' ', ' ', ' ', ' ', 'x'), ('x', 'x', ' ', 'o', ' ', 'o', ' ', ' ', 'x'))))
((' ', 'o', ' ', ' ', ' ', 'x', 'o', ' ', 'x'), ('w', 1, ((' ', ' ', ' ', ' ', ' ', 'x', 'o', ' ', 'x'), (' ', 'o', ' ', ' ', ' ', 'x', ' ', ' ', 'x'))))
(('o', 'o', ' ', 'x', 'x', ' ', ' ', 'o', 'x'), ('w', 1, (('o', ' ', ' ', 'x', 'x', ' ', ' ', 'o', 'x'), (' ', 'o', ' ', 'x', 'x', ' ', ' ', 'o', 'x'), ('o', 'o', ' ', 'x', 'x', ' ', ' ', ' ', 'x'))))
((' ', 'x', 'x', 'x', ' ', ' ', 'o', ' ', 'o'), ('w', 1, ((' ', 'x', 'x', ' ', ' ', ' ', 'o', ' ', 'o'), (' ', 'x', ' ', 'x', ' ', ' ', 'o', ' ', 'o'), (' ', ' ', 'x', 'x', ' ', ' ', 'o', ' ', 'o'))))
(('o', ' ', ' ', 'o', 'o', 'x', 'x', 'x', ' '), ('w', 1, ((' ', ' ', ' ', 'o', 'o', 'x', 'x', 'x', ' '), ('o', ' ', ' ', ' ', 'o', 'x', 'x', 'x', ' '), ('o', ' ', ' ', 'o', ' ', 'x', 'x', 'x', ' '))))
(('o', ' ', 'o', 'x', ' ', 'x', ' ', 'x', 'o'), ('w', 1, (('o', ' ', ' ', 'x', ' ', 'x', ' ', 'x', 'o'), ('o', ' ', 'o', 'x', ' ', 'x', ' ', 'x', ' '), (' ', ' ', 'o', 'x', ' ', 'x', ' ', 'x', 'o'))))
(('x', ' ', 'x', ' ', 'o', 'o', ' ', 'x', 'o'), ('w', 1, (('x', ' ', 'x', ' ', 'o', ' ', ' ', 'x', 'o'), ('x', ' ', 'x', ' ', ' ', 'o', ' ', 'x', 'o'), ('x', ' ', 'x', ' ', 'o', 'o', ' ', 'x', ' '))))
(('x', 'o', 'o', 'x', ' ', 'x', 'o', 'x', 'o'), ('w', 1, (('x', 'o', 'o', 'x', ' ', 'x', ' ', 'x', 'o'), ('x', 'o', ' ', 'x', ' ', 'x', 'o', 'x', 'o'), ('x', 'o', 'o', 'x', ' ', 'x', 'o', 'x', ' '), ('x', ' ', 'o', 'x', ' ', 'x', 'o', 'x', 'o'))))
(('o', 'x', 'o', ' ', 'x', 'o', 'x', 'o', 'x'), ('w', 1, (('o', 'x', 'o', ' ', 'x', 'o', 'x', ' ', 'x'), ('o', 'x', ' ', ' ', 'x', 'o', 'x', 'o', 'x'), (' ', 'x', 'o', ' ', 'x', 'o', 'x', 'o', 'x'), ('o', 'x', 'o', ' ', 'x', ' ', 'x', 'o', 'x'))))
(('x', 'x', ' ', 'o', ' ', 'o', ' ', 'x', ' '), ('w', 1, ((' ', 'x', ' ', 'o', ' ', 'o', ' ', 'x', ' '), ('x', 'x', ' ', 'o', ' ', 'o', ' ', ' ', ' '), ('x', ' ', ' ', 'o', ' ', 'o', ' ', 'x', ' '))))
(('x', ' ', 'o', 'x', 'x', ' ', ' ', ' ', 'o'), ('w', 1, (('x', ' ', 'o', 'x', ' ', ' ', ' ', ' ', 'o'), (' ', ' ', 'o', 'x', 'x', ' ', ' ', ' ', 'o'), ('x', ' ', 'o', ' ', 'x', ' ', ' ', ' ', 'o'))))
((' ', ' ', 'x', 'o', 'x', ' ', 'o', ' ', 'x'), ('w', 1, ((' ', ' ', 'x', 'o', ' ', ' ', 'o', ' ', 'x'), (' ', ' ', 'x', 'o', 'x', ' ', 'o', ' ', ' '), (' ', ' ', ' ', 'o', 'x', ' ', 'o', ' ', 'x'))))
((' ', 'o', ' ', ' ', 'o', 'x', ' ', ' ', 'x'), ('w', 1, ((' ', ' ', ' ', ' ', 'o', 'x', ' ', ' ', 'x'), (' ', 'o', ' ', ' ', ' ', 'x', ' ', ' ', 'x'))))
((' ', ' ', 'o', 'o', 'x', ' ', 'x', 'x', 'o'), ('w', 1, ((' ', ' ', 'o', ' ', 'x', ' ', 'x', 'x', 'o'), (' ', ' ', 'o', 'o', 'x', ' ', 'x', 'x', ' '), (' ', ' ', ' ', 'o', 'x', ' ', 'x', 'x', 'o'))))
